1201.0	18.500	0.89149469137919E+00   0.20724314496615E+01   0.29991628476800E-02
1223.0	26.000	0.88558117460116E+00   0.20235934286722E+01   0.46202636399300E-02
1253.0	31.500	0.88841464460390E+00   0.20906219521421E+01   0.56067217712800E-02
1286.0	28.000	0.88788097968321E+00   0.20371392009451E+01   0.59566004887101E-02
1309.0	18.500	0.88827668077246E+00   0.20777913807185E+01   0.52994636729899E-02
1323.0	14.000	0.88365549173925E+00   0.20285484588501E+01   0.54633857685400E-02
1337.0	14.000	0.88388971688093E+00   0.20376479794390E+01   0.54348175440400E-02
1351.0	14.500	0.88771533892115E+00   0.20907925131564E+01   0.55044929102700E-02
1366.0	15.000	0.88933812313121E+00   0.20667103232573E+01   0.56381578157700E-02
1381.0	15.500	0.88762108941189E+00   0.20124413257366E+01   0.62266007343800E-02
1397.0	15.500	0.88635429550738E+00   0.20494661382562E+01   0.74144900046800E-02
1412.0	16.000	0.89255886751398E+00   0.20912474430845E+01   0.15073618511860E-01
1429.0	16.500	0.89208798299842E+00   0.20636905599609E+01   0.35775338777370E-01
1445.0	16.500	0.89421932283316E+00   0.20240352107743E+01   0.63172235492770E-01
1462.0	17.000	0.90338721829077E+00   0.20578062893017E+01   0.10066990580545E+00
1479.0	17.500	0.91251321539568E+00   0.20906703916941E+01   0.13967780911449E+00
1497.0	18.000	0.91414820676023E+00   0.20525898204093E+01   0.15737356126393E+00
1515.0	18.500	0.91081611094791E+00   0.20207617953187E+01   0.15051611584105E+00
1534.0	19.000	0.91057311492561E+00   0.20651468141992E+01   0.13671874731538E+00
1553.0	19.000	0.90930288430235E+00   0.20957691301969E+01   0.12021445609644E+00
1572.0	19.500	0.90429639413068E+00   0.20499837442908E+01   0.10722429970337E+00
1592.0	26.000	0.89947929501563E+00   0.20258399829977E+01   0.92477593193460E-01
1624.0	37.500	0.90344145975674E+00   0.21005407156956E+01   0.76365186691000E-01
1667.0	44.500	0.89636383236281E+00   0.20203289535501E+01   0.65559751494170E-01
1713.0	47.000	0.89953734111970E+00   0.21008283010310E+01   0.51720919756610E-01
1761.0	49.500	0.89383654744801E+00   0.20282935988615E+01   0.45944160231590E-01
1812.0	43.500	0.89358539717277E+00   0.20961972628694E+01   0.38445641304180E-01
1848.0	28.500	0.89579480728524E+00   0.20093284654042E+01   0.37571875828780E-01
1869.0	21.000	0.89702398492767E+00   0.20798429624959E+01   0.45173393067140E-01
1890.0	21.500	0.90261538163829E+00   0.21188376628022E+01   0.64942934194940E-01
1912.0	22.000	0.91019073604292E+00   0.20743971627337E+01   0.12466054026345E+00
1934.0	22.500	0.92078165836539E+00   0.20284475403688E+01   0.19915989349044E+00
1957.0	23.000	0.93165060741862E+00   0.20460754493888E+01   0.25539621735541E+00
1980.0	23.500	0.93745715408673E+00   0.20924175737949E+01   0.27551728801553E+00
2004.0	24.000	0.93818822768302E+00   0.20998935101083E+01   0.27341935198997E+00
2028.0	24.500	0.93476138989830E+00   0.20620637147494E+01   0.26511648620328E+00
2053.0	25.500	0.92883351932049E+00   0.20340982136020E+01   0.24775789997538E+00
2079.0	26.000	0.92475889193613E+00   0.20570544866890E+01   0.20489325817964E+00
2105.0	26.500	0.91923411407261E+00   0.21231929695748E+01   0.15304166935497E+00
2132.0	27.500	0.91209335004885E+00   0.20812926376031E+01   0.10943879085692E+00
2160.0	28.000	0.90183185304428E+00   0.20284772538683E+01   0.85187997734870E-01
2188.0	28.500	0.90543838055690E+00   0.20446401384156E+01   0.62177408736220E-01
2217.0	29.500	0.90152581504679E+00   0.21564387506854E+01   0.52503323460750E-01
2247.0	30.500	0.90610985670569E+00   0.20602670404153E+01   0.45142620538380E-01
2278.0	28.500	0.89778128091476E+00   0.20180758003573E+01   0.52708708489680E-01
2304.0	24.000	0.90770407781625E+00   0.20707979922153E+01   0.62554984579410E-01
2326.0	21.500	0.90976027109361E+00   0.21550891029424E+01   0.75401963177240E-01
2347.0	22.000	0.91321975676438E+00   0.21223010275408E+01   0.89984689547480E-01
2370.0	22.500	0.91458197389216E+00   0.20211708573148E+01   0.10350504171898E+00
2392.0	23.000	0.91552793437217E+00   0.20038250661649E+01   0.11119151913079E+00
2416.0	23.500	0.91959162673449E+00   0.20963177903489E+01   0.11356112202164E+00
2439.0	23.500	0.91913785561471E+00   0.21602869033888E+01   0.11680098307142E+00
2463.0	24.500	0.91843360342831E+00   0.20879685874342E+01   0.12738452966468E+00
2488.0	25.000	0.91914065911145E+00   0.20309612068536E+01   0.13594403414061E+00
2513.0	25.000	0.92630678880307E+00   0.21198132808277E+01   0.13186077078180E+00
2538.0	25.500	0.92975414427939E+00   0.21478939984930E+01   0.12856920329351E+00
2564.0	26.500	0.92513672171721E+00   0.20272818819075E+01   0.13303370093954E+00
2591.0	23.500	0.92624675281540E+00   0.21011146746022E+01   0.12804230599573E+00
2611.0	17.000	0.93699842145049E+00   0.21570782735120E+01   0.12530591737150E+00
2625.0	14.000	0.93301146962647E+00   0.20820626050937E+01   0.14111136498151E+00
2639.0	14.000	0.93228944321008E+00   0.20049617968943E+01   0.16504029971910E+00
2653.0	14.000	0.94095328361985E+00   0.20776354548135E+01   0.17584176966657E+00
2667.0	14.000	0.94789793117392E+00   0.21648485836987E+01   0.18409518532113E+00
2681.0	14.000	0.95104799003351E+00   0.20866706133576E+01   0.22305428520773E+00
2695.0	14.500	0.95596080631581E+00   0.20197303028156E+01   0.28453864268854E+00
2710.0	15.000	0.96550143000859E+00   0.21336896684276E+01   0.31086143107240E+00
2725.0	15.000	0.96923073054329E+00   0.20985999391658E+01   0.34938230316896E+00
2740.0	15.000	0.98075627408477E+00   0.20735894040580E+01   0.43854152075812E+00
2755.0	15.000	0.98709343699417E+00   0.20968244900831E+01   0.46664684881823E+00
2770.0	15.500	0.99024884668350E+00   0.20774802064272E+01   0.48577244960291E+00
2786.0	15.500	0.99297494448860E+00   0.20854010989214E+01   0.49456568795931E+00
2801.0	32.000	0.99436770826838E+00   0.20803445750463E+01   0.49943021555353E+00
2850.0	25.000	0.99536299314381E+00   0.20216472925635E+01   0.50076115303850E+00
2851.0	74.500	0.99525307174565E+00   0.20208398955448E+01   0.50039599004413E+00
2999.0	148.00	0.94222345380565E+00   0.20705864144675E+01   0.44074018552293E+00
